Order ID,Order Date,Ship Date,Customer ID,Segment,Region,Category,Sub-Category,Product Name,Quantity,Discount,Sales,Profit
CA-2024-001117,2024-09-13,2024-09-17,CU-1171,Consumer,South,Office Supplies,Paper,Hammermill Copy Plus Paper,2,0.0,84.66,5.33
CA-2024-001118,2024-08-23,2024-08-27,CU-1030,Consumer,East,Furniture,Furnishings,Eldon Image Series Desk Accessories,3,0.1,194.32,30.17
CA-2023-001119,2023-11-27,2023-12-01,CU-1798,Corporate,Central,Technology,Accessories,SanDisk Ultra 64GB USB Flash Drive,1,0.0,33.4,-13.55
CA-2023-001120,2023-01-10,2023-01-13,CU-1238,Home Office,Central,Office Supplies,Labels,"Avery 5"" x 8"" Label",2,0.0,35.87,-8.62
CA-2024-001121,2024-01-30,2024-02-02,CU-1904,Home Office,Central,Office Supplies,Envelopes,Avery Self-Adhesive Address Labels,1,0.0,21.28,-14.77
CA-2024-001122,2024-08-10,2024-08-16,CU-1821,Corporate,West,Office Supplies,Paper,Hammermill Copy Plus Paper,2,0.0,80.06,4.59
CA-2023-001123,2023-02-17,2023-02-20,CU-1590,Consumer,South,Office Supplies,Paper,Hammermill Copy Plus Paper,1,0.0,40.08,-9.03
CA-2023-001124,2023-01-19,2023-01-25,CU-1990,Corporate,Central,Technology,Accessories,SanDisk Ultra 64GB USB Flash Drive,2,0.0,64.54,-5.14
CA-2024-001125,2024-06-30,2024-07-05,CU-1740,Corporate,South,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,2,0.0,1918.42,367.86
CA-2023-001126,2023-11-21,2023-11-28,CU-1305,Home Office,West,Office Supplies,Storage,Fellowes Bankers Box Heavy-Duty Storage Boxes,1,0.15,75.23,-9.31
CA-2024-001127,2024-05-20,2024-05-27,CU-1229,Consumer,Central,Office Supplies,Fasteners,OIC Heavy-Duty Binder Clips,3,0.15,18.26,-16.99
CA-2023-001128,2023-05-23,2023-05-24,CU-1741,Corporate,Central,Technology,Machines,HP LaserJet Pro M404n Printer,3,0.1,1062.06,132.28
CA-2024-001129,2024-12-05,2024-12-12,CU-1270,Corporate,West,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,3,0.0,2647.91,517.18
CA-2023-001130,2023-10-04,2023-10-10,CU-1771,Home Office,West,Technology,Accessories,Logitech G910 Mechanical Keyboard,1,0.0,248.13,52.78
CA-2024-001131,2024-10-14,2024-10-18,CU-1287,Corporate,West,Office Supplies,Fasteners,OIC Heavy-Duty Binder Clips,1,0.0,6.62,-20.59
CA-2023-001132,2023-08-20,2023-08-21,CU-1675,Home Office,East,Furniture,Furnishings,Eldon Image Series Desk Accessories,1,0.0,67.15,1.61
CA-2024-001133,2024-12-12,2024-12-13,CU-1394,Consumer,West,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1,0.0,836.96,141.37
CA-2023-001134,2023-04-18,2023-04-21,CU-1319,Home Office,West,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,2,0.0,1319.82,214.79
CA-2024-001135,2024-11-02,2024-11-04,CU-1463,Home Office,East,Technology,Accessories,Belkin 8-Outlet Surge Protector,1,0.0,87.27,-0.26
CA-2024-001136,2024-02-14,2024-02-16,CU-1104,Consumer,West,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1,0.1,789.88,91.57
CA-2023-001137,2023-04-20,2023-04-26,CU-1543,Corporate,South,Technology,Phones,Polycom CX600 IP Phone,1,0.0,396.33,46.69
CA-2023-001138,2023-09-29,2023-09-30,CU-1520,Corporate,Central,Furniture,Bookcases,Sauder Camden County Barrister Bookcase,1,0.0,664.75,29.41
CA-2024-001139,2024-03-27,2024-03-30,CU-1193,Corporate,East,Office Supplies,Paper,Xerox Premium Multipurpose Paper,1,0.0,55.64,-2.99
CA-2024-001140,2024-08-31,2024-09-03,CU-1981,Consumer,East,Office Supplies,Art,Newell 312 Mechanical Pencil,1,0.0,9.91,-19.31
CA-2023-001141,2023-04-28,2023-04-29,CU-1903,Home Office,West,Furniture,Furnishings,DAX Two-Tone Rosewood/Black Document Frame,2,0.0,83.17,-0.44
CA-2024-001142,2024-02-06,2024-02-10,CU-1804,Consumer,South,Technology,Phones,Polycom CX600 IP Phone,2,0.2,634.31,-0.77
CA-2024-001143,2024-10-14,2024-10-17,CU-1637,Corporate,South,Office Supplies,Labels,"Avery 5"" x 8"" Label",1,0.0,16.73,-15.98
CA-2024-001144,2024-12-05,2024-12-07,CU-1985,Consumer,West,Technology,Accessories,Logitech G910 Mechanical Keyboard,2,0.0,515.76,118.68
CA-2024-001145,2024-03-14,2024-03-17,CU-1009,Home Office,South,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,5,0.2,5004.72,730.92
CA-2024-001146,2024-04-30,2024-05-05,CU-1696,Corporate,East,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,3,0.0,6107.2,1572.47
CA-2024-001147,2024-06-21,2024-06-26,CU-1463,Corporate,South,Technology,Accessories,Logitech G910 Mechanical Keyboard,1,0.0,256.58,52.8
CA-2024-001148,2024-07-12,2024-07-15,CU-1341,Home Office,West,Office Supplies,Fasteners,OIC Heavy-Duty Binder Clips,1,0.0,7.03,-20.48
CA-2023-001149,2023-04-26,2023-04-29,CU-1675,Consumer,South,Office Supplies,Labels,"Avery 5"" x 8"" Label",2,0.0,38.47,-5.86
CA-2024-001150,2024-05-24,2024-05-25,CU-1198,Corporate,Central,Furniture,Bookcases,Bush Westfield Collection Bookcase,2,0.3,766.01,-54.87
CA-2023-001151,2023-10-08,2023-10-14,CU-1271,Home Office,South,Office Supplies,Labels,"Avery 5"" x 8"" Label",3,0.0,57.51,1.54
CA-2023-001152,2023-12-06,2023-12-10,CU-1718,Corporate,Central,Office Supplies,Envelopes,Avery Self-Adhesive Address Labels,4,0.0,83.73,11.8
CA-2024-001153,2024-03-19,2024-03-26,CU-1510,Home Office,East,Office Supplies,Paper,Hammermill Copy Plus Paper,4,0.15,135.3,20.43
CA-2024-001154,2024-04-22,2024-04-28,CU-1295,Consumer,South,Technology,Accessories,Logitech MX Master Wireless Mouse,4,0.1,601.96,111.12
CA-2023-001155,2023-01-16,2023-01-20,CU-1440,Corporate,Central,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,1,0.1,856.33,65.57
CA-2023-001156,2023-02-21,2023-02-24,CU-1574,Consumer,Central,Technology,Accessories,Logitech MX Master Wireless Mouse,3,0.15,414.41,78.34
CA-2024-001157,2024-12-31,2025-01-03,CU-1032,Corporate,South,Technology,Accessories,Logitech MX Master Wireless Mouse,2,0.0,349.13,75.0
CA-2023-001158,2023-09-12,2023-09-19,CU-1942,Corporate,South,Office Supplies,Labels,"Avery 5"" x 8"" Label",1,0.0,18.99,-14.94
CA-2023-001159,2023-06-27,2023-07-02,CU-1256,Consumer,West,Office Supplies,Paper,Hammermill Copy Plus Paper,3,0.15,98.67,6.83
CA-2024-001160,2024-07-21,2024-07-23,CU-1384,Corporate,Central,Furniture,Furnishings,Eldon Image Series Desk Accessories,1,0.1,61.18,-5.92
CA-2023-001161,2023-05-22,2023-05-27,CU-1437,Corporate,West,Office Supplies,Paper,Hammermill Copy Plus Paper,1,0.2,34.33,-15.04
CA-2024-001162,2024-02-25,2024-02-29,CU-1629,Corporate,East,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,2,0.2,2096.71,291.6
CA-2024-001163,2024-08-17,2024-08-22,CU-1865,Corporate,East,Office Supplies,Paper,Xerox Premium Multipurpose Paper,2,0.2,88.28,-2.32
CA-2024-001164,2024-02-17,2024-02-23,CU-1056,Corporate,Central,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,3,0.2,5279.02,738.13
CA-2023-001165,2023-12-08,2023-12-13,CU-1758,Home Office,Central,Technology,Phones,Polycom CX600 IP Phone,1,0.0,401.09,34.22
CA-2024-001166,2024-12-19,2024-12-21,CU-1655,Consumer,South,Office Supplies,Art,Newell 312 Mechanical Pencil,2,0.3,12.58,-20.1
CA-2024-001167,2024-10-05,2024-10-08,CU-1068,Consumer,East,Office Supplies,Supplies,Stanley Bostitch Heavy-Duty Stapler,4,0.15,195.02,12.39
CA-2024-001168,2024-09-10,2024-09-11,CU-1400,Consumer,Central,Office Supplies,Art,Newell 312 Mechanical Pencil,1,0.0,8.79,-19.93
CA-2023-001169,2023-11-04,2023-11-08,CU-1627,Home Office,West,Office Supplies,Art,Newell 312 Mechanical Pencil,1,0.0,10.19,-19.5
CA-2024-001170,2024-11-04,2024-11-09,CU-1246,Consumer,East,Technology,Accessories,Logitech MX Master Wireless Mouse,1,0.0,152.09,24.72
CA-2024-001171,2024-05-02,2024-05-06,CU-1400,Corporate,Central,Furniture,Furnishings,Eldon Image Series Desk Accessories,2,0.2,106.2,1.96
CA-2024-001172,2024-04-20,2024-04-24,CU-1594,Corporate,Central,Technology,Accessories,Belkin 8-Outlet Surge Protector,1,0.0,75.73,-3.36
CA-2024-001173,2024-10-22,2024-10-28,CU-1479,Home Office,West,Furniture,Furnishings,DAX Two-Tone Rosewood/Black Document Frame,2,0.0,88.7,6.0
CA-2023-001174,2023-10-11,2023-10-12,CU-1723,Home Office,West,Technology,Machines,HP LaserJet Pro M404n Printer,1,0.15,351.7,24.61
CA-2024-001175,2024-06-09,2024-06-10,CU-1879,Consumer,South,Technology,Accessories,Logitech G910 Mechanical Keyboard,1,0.1,241.94,28.55
CA-2024-001176,2024-11-05,2024-11-08,CU-1620,Home Office,East,Furniture,Bookcases,Sauder Camden County Barrister Bookcase,1,0.15,600.82,-7.66
CA-2024-001177,2024-08-12,2024-08-18,CU-1978,Home Office,South,Furniture,Bookcases,Sauder Camden County Barrister Bookcase,2,0.0,1324.15,63.41
CA-2024-001178,2024-08-21,2024-08-26,CU-1681,Consumer,West,Technology,Accessories,Belkin 8-Outlet Surge Protector,1,0.0,84.61,-2.01
CA-2024-001179,2024-11-26,2024-11-30,CU-1107,Consumer,West,Office Supplies,Storage,Fellowes Bankers Box Heavy-Duty Storage Boxes,1,0.15,80.92,-3.36
CA-2024-001180,2024-03-06,2024-03-07,CU-1383,Home Office,Central,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1,0.0,1002.72,192.03
CA-2023-001181,2023-06-28,2023-07-01,CU-1200,Corporate,West,Technology,Phones,Polycom CX600 IP Phone,1,0.0,423.64,54.28
CA-2024-001182,2024-03-24,2024-03-30,CU-1196,Consumer,Central,Furniture,Furnishings,Eldon Image Series Desk Accessories,1,0.0,70.17,2.4
CA-2024-001183,2024-10-06,2024-10-12,CU-1581,Home Office,Central,Technology,Phones,Polycom CX600 IP Phone,1,0.0,377.05,52.26
CA-2023-001184,2023-12-15,2023-12-17,CU-1212,Home Office,West,Office Supplies,Labels,"Avery 5"" x 8"" Label",4,0.1,64.12,-1.11
CA-2024-001185,2024-05-27,2024-05-30,CU-1640,Corporate,Central,Office Supplies,Paper,Xerox Premium Multipurpose Paper,3,0.15,138.9,18.49
CA-2024-001186,2024-08-05,2024-08-06,CU-1553,Corporate,Central,Technology,Accessories,Logitech MX Master Wireless Mouse,1,0.0,162.41,19.01
CA-2023-001187,2023-08-18,2023-08-25,CU-1892,Consumer,South,Office Supplies,Storage,Tennsco Industrial Steel Shelving,4,0.0,1469.16,307.31
CA-2023-001188,2023-03-18,2023-03-23,CU-1058,Home Office,Central,Office Supplies,Envelopes,Avery Self-Adhesive Address Labels,3,0.2,53.17,-8.38
CA-2024-001189,2024-08-19,2024-08-23,CU-1205,Corporate,Central,Furniture,Bookcases,Sauder Camden County Barrister Bookcase,5,0.1,2924.12,16.2
CA-2023-001190,2023-05-23,2023-05-25,CU-1241,Corporate,Central,Office Supplies,Art,Newell 312 Mechanical Pencil,2,0.2,15.81,-18.2
CA-2024-001191,2024-07-31,2024-08-05,CU-1612,Home Office,Central,Office Supplies,Labels,"Avery 5"" x 8"" Label",2,0.0,38.49,-5.57
CA-2024-001192,2024-07-18,2024-07-22,CU-1665,Corporate,West,Office Supplies,Storage,Tennsco Industrial Steel Shelving,1,0.0,325.12,60.83
CA-2024-001193,2024-05-04,2024-05-07,CU-1800,Consumer,West,Technology,Accessories,SanDisk Ultra 64GB USB Flash Drive,3,0.0,104.96,5.72
CA-2024-001194,2024-11-29,2024-12-05,CU-1440,Home Office,West,Office Supplies,Supplies,Stanley Bostitch Heavy-Duty Stapler,2,0.0,117.55,13.21
CA-2024-001195,2024-07-16,2024-07-18,CU-1351,Corporate,Central,Technology,Accessories,Logitech MX Master Wireless Mouse,1,0.1,156.72,11.86
CA-2023-001196,2023-09-01,2023-09-03,CU-1549,Home Office,Central,Technology,Phones,Polycom CX600 IP Phone,1,0.0,432.14,64.53
CA-2023-001197,2023-01-16,2023-01-23,CU-1044,Corporate,South,Office Supplies,Supplies,Stanley Bostitch Heavy-Duty Stapler,3,0.0,157.16,19.25
CA-2024-001198,2024-09-08,2024-09-14,CU-1672,Consumer,Central,Furniture,Furnishings,DAX Two-Tone Rosewood/Black Document Frame,5,0.0,203.0,39.57
CA-2023-001199,2023-09-14,2023-09-19,CU-1454,Home Office,South,Technology,Machines,Zebra ZP 450 Thermal Label Printer,2,0.15,941.01,125.45
CA-2024-001200,2024-01-11,2024-01-18,CU-1554,Home Office,Central,Office Supplies,Art,Newell 312 Mechanical Pencil,3,0.0,30.81,-10.47
CA-2023-001201,2023-02-25,2023-02-28,CU-1140,Home Office,East,Furniture,Tables,Hon Every-Day Round Conference Table,2,0.1,2426.33,15.62
CA-2023-001202,2023-11-09,2023-11-15,CU-1240,Home Office,West,Office Supplies,Art,Newell 312 Mechanical Pencil,1,0.1,9.08,-20.69
CA-2024-001203,2024-10-27,2024-11-03,CU-1393,Corporate,Central,Office Supplies,Paper,Hammermill Copy Plus Paper,1,0.0,37.92,-10.16
CA-2023-001204,2023-03-03,2023-03-06,CU-1229,Consumer,West,Furniture,Furnishings,DAX Two-Tone Rosewood/Black Document Frame,1,0.0,40.49,-11.93
CA-2023-001205,2023-07-08,2023-07-14,CU-1026,Home Office,South,Office Supplies,Paper,Hammermill Copy Plus Paper,1,0.0,41.66,-8.57
CA-2023-001206,2023-09-26,2023-10-03,CU-1886,Corporate,Central,Office Supplies,Supplies,Stanley Bostitch Heavy-Duty Stapler,1,0.0,58.37,-5.82
CA-2023-001207,2023-04-22,2023-04-27,CU-1474,Corporate,South,Office Supplies,Paper,Xerox Premium Multipurpose Paper,2,0.1,98.99,13.24
CA-2023-001208,2023-06-16,2023-06-20,CU-1698,Corporate,Central,Office Supplies,Appliances,Hoover Commercial Lightweight Vacuum,5,0.0,2534.68,438.57
CA-2023-001209,2023-09-13,2023-09-20,CU-1675,Corporate,Central,Office Supplies,Art,Newell 312 Mechanical Pencil,1,0.0,9.8,-19.59
CA-2023-001210,2023-05-08,2023-05-11,CU-1450,Consumer,West,Office Supplies,Envelopes,Avery Self-Adhesive Address Labels,1,0.0,20.88,-15.18
CA-2023-001211,2023-02-07,2023-02-10,CU-1283,Home Office,South,Office Supplies,Appliances,Hoover Commercial Lightweight Vacuum,3,0.0,1306.25,283.23
CA-2023-001212,2023-03-07,2023-03-11,CU-1645,Consumer,East,Technology,Accessories,Logitech G910 Mechanical Keyboard,2,0.0,566.63,117.87
CA-2024-001213,2024-09-24,2024-09-30,CU-1593,Corporate,Central,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,1,0.0,1067.79,199.12
CA-2024-001214,2024-07-20,2024-07-26,CU-1865,Corporate,Central,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,4,0.3,1883.91,-134.49
CA-2024-001215,2024-09-06,2024-09-08,CU-1333,Home Office,South,Office Supplies,Paper,Xerox Premium Multipurpose Paper,1,0.0,51.79,-4.27
CA-2024-001216,2024-11-28,2024-12-02,CU-1368,Corporate,West,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1,0.0,743.46,131.17
CA-2024-001217,2024-10-29,2024-11-01,CU-1952,Consumer,Central,Office Supplies,Appliances,Hoover Commercial Lightweight Vacuum,5,0.1,1997.94,183.03
CA-2023-001218,2023-04-19,2023-04-24,CU-1729,Corporate,East,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,1,0.1,582.34,47.56
CA-2024-001219,2024-01-23,2024-01-30,CU-1978,Consumer,East,Office Supplies,Envelopes,Avery Self-Adhesive Address Labels,2,0.0,46.38,-3.86
CA-2024-001220,2024-08-01,2024-08-06,CU-1899,Home Office,Central,Technology,Machines,HP LaserJet Pro M404n Printer,2,0.1,749.52,88.31
CA-2024-001221,2024-09-13,2024-09-17,CU-1932,Consumer,South,Office Supplies,Fasteners,OIC Heavy-Duty Binder Clips,1,0.0,6.29,-20.7
CA-2023-001222,2023-09-06,2023-09-13,CU-1246,Corporate,West,Technology,Accessories,SanDisk Ultra 64GB USB Flash Drive,1,0.0,33.92,-14.08
CA-2024-001223,2024-01-06,2024-01-07,CU-1459,Corporate,East,Office Supplies,Paper,Xerox Premium Multipurpose Paper,1,0.2,42.48,-11.64
CA-2024-001224,2024-08-06,2024-08-13,CU-1598,Home Office,East,Technology,Accessories,Belkin 8-Outlet Surge Protector,1,0.0,85.23,-0.65
CA-2024-001225,2024-09-12,2024-09-15,CU-1151,Home Office,West,Technology,Accessories,SanDisk Ultra 64GB USB Flash Drive,1,0.0,31.96,-13.65
CA-2024-001226,2024-10-09,2024-10-16,CU-1783,Home Office,West,Technology,Machines,Zebra ZP 450 Thermal Label Printer,1,0.0,486.21,79.91
CA-2023-001227,2023-04-14,2023-04-16,CU-1527,Home Office,West,Furniture,Furnishings,DAX Two-Tone Rosewood/Black Document Frame,3,0.0,116.69,7.12
CA-2024-001228,2024-03-08,2024-03-11,CU-1844,Corporate,Central,Technology,Accessories,Logitech MX Master Wireless Mouse,2,0.0,312.95,65.91
CA-2023-001229,2023-02-16,2023-02-17,CU-1854,Corporate,South,Office Supplies,Supplies,Stanley Bostitch Heavy-Duty Stapler,1,0.0,55.21,-7.54
CA-2024-001230,2024-05-03,2024-05-09,CU-1085,Consumer,Central,Technology,Accessories,Logitech MX Master Wireless Mouse,1,0.15,148.33,12.45
CA-2024-001231,2024-08-30,2024-09-04,CU-1602,Corporate,Central,Office Supplies,Paper,Xerox Premium Multipurpose Paper,2,0.0,102.25,17.08
CA-2023-001232,2023-08-26,2023-08-29,CU-1950,Corporate,South,Office Supplies,Art,Newell 312 Mechanical Pencil,1,0.0,9.64,-19.55
CA-2023-001233,2023-11-27,2023-12-01,CU-1748,Consumer,West,Office Supplies,Storage,Fellowes Bankers Box Heavy-Duty Storage Boxes,1,0.0,93.57,7.81
CA-2024-001234,2024-06-15,2024-06-18,CU-1280,Corporate,West,Office Supplies,Envelopes,Avery Self-Adhesive Address Labels,2,0.0,42.61,-7.29
CA-2023-001235,2023-08-18,2023-08-20,CU-1682,Corporate,East,Furniture,Furnishings,Eldon Image Series Desk Accessories,3,0.3,145.87,5.87
CA-2023-001236,2023-04-09,2023-04-11,CU-1912,Home Office,East,Office Supplies,Art,Newell 312 Mechanical Pencil,1,0.0,9.77,-19.85
CA-2023-001237,2023-01-07,2023-01-11,CU-1749,Corporate,East,Technology,Accessories,Belkin 8-Outlet Surge Protector,1,0.0,87.62,1.14
CA-2024-001238,2024-04-09,2024-04-12,CU-1505,Corporate,Central,Furniture,Bookcases,Sauder Camden County Barrister Bookcase,2,0.2,1057.41,-33.29
CA-2023-001239,2023-05-21,2023-05-24,CU-1744,Consumer,South,Office Supplies,Supplies,Stanley Bostitch Heavy-Duty Stapler,1,0.0,51.91,-7.1
CA-2023-001240,2023-06-10,2023-06-15,CU-1704,Corporate,Central,Office Supplies,Storage,Fellowes Bankers Box Heavy-Duty Storage Boxes,1,0.1,82.19,-5.32
CA-2024-001241,2024-03-19,2024-03-20,CU-1898,Home Office,Central,Furniture,Bookcases,Sauder Camden County Barrister Bookcase,2,0.0,1504.06,115.83
CA-2024-001242,2024-10-11,2024-10-17,CU-1271,Corporate,East,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,1,0.0,2390.26,726.33
CA-2024-001243,2024-05-11,2024-05-18,CU-1528,Home Office,East,Technology,Machines,Zebra ZP 450 Thermal Label Printer,1,0.0,529.32,75.15
CA-2023-001244,2023-01-04,2023-01-08,CU-1269,Home Office,West,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,2,0.0,1531.36,272.36
CA-2024-001245,2024-10-08,2024-10-13,CU-1860,Consumer,South,Furniture,Bookcases,Bush Westfield Collection Bookcase,1,0.0,606.66,67.25
CA-2024-001246,2024-11-15,2024-11-19,CU-1224,Consumer,South,Office Supplies,Art,Newell 312 Mechanical Pencil,2,0.1,17.42,-17.38
CA-2024-001247,2024-03-05,2024-03-09,CU-1116,Corporate,West,Office Supplies,Storage,Fellowes Bankers Box Heavy-Duty Storage Boxes,2,0.0,176.11,29.92
CA-2024-001248,2024-12-22,2024-12-24,CU-1240,Consumer,South,Technology,Accessories,SanDisk Ultra 64GB USB Flash Drive,1,0.15,27.56,-17.75
CA-2023-001249,2023-10-02,2023-10-07,CU-1691,Corporate,West,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,3,0.0,1881.5,250.54
CA-2024-001250,2024-02-05,2024-02-12,CU-1347,Home Office,Central,Office Supplies,Paper,Hammermill Copy Plus Paper,1,0.2,31.72,-15.06
CA-2023-001251,2023-11-12,2023-11-16,CU-1970,Home Office,South,Office Supplies,Paper,Hammermill Copy Plus Paper,2,0.0,78.38,6.69
CA-2023-001252,2023-05-13,2023-05-18,CU-1341,Corporate,Central,Office Supplies,Art,Newell 312 Mechanical Pencil,4,0.0,37.57,-6.14
CA-2024-001253,2024-11-01,2024-11-02,CU-1880,Home Office,East,Office Supplies,Art,Newell 312 Mechanical Pencil,1,0.0,9.01,-19.81
CA-2023-001254,2023-10-25,2023-11-01,CU-1013,Consumer,Central,Technology,Accessories,Logitech G910 Mechanical Keyboard,1,0.0,268.35,45.86
CA-2024-001255,2024-06-23,2024-06-24,CU-1646,Home Office,East,Office Supplies,Art,Newell 312 Mechanical Pencil,2,0.0,18.45,-16.29
CA-2023-001256,2023-02-04,2023-02-07,CU-1897,Corporate,Central,Office Supplies,Supplies,Stanley Bostitch Heavy-Duty Stapler,3,0.0,165.38,29.94
CA-2023-001257,2023-03-20,2023-03-21,CU-1554,Home Office,East,Office Supplies,Art,Newell 312 Mechanical Pencil,2,0.1,15.81,-17.41
CA-2023-001258,2023-04-08,2023-04-14,CU-1435,Home Office,Central,Office Supplies,Envelopes,Avery Self-Adhesive Address Labels,1,0.15,20.03,-16.83
CA-2023-001259,2023-11-06,2023-11-09,CU-1439,Consumer,East,Office Supplies,Paper,Hammermill Copy Plus Paper,1,0.3,29.33,-18.32
CA-2024-001260,2024-02-21,2024-02-26,CU-1508,Home Office,West,Furniture,Furnishings,Eldon Image Series Desk Accessories,1,0.1,59.88,-7.09
CA-2024-001261,2024-01-17,2024-01-24,CU-1237,Corporate,South,Office Supplies,Art,Newell 312 Mechanical Pencil,1,0.0,10.41,-19.28
CA-2024-001262,2024-05-03,2024-05-08,CU-1574,Consumer,East,Technology,Phones,Polycom CX600 IP Phone,1,0.0,423.1,38.17
CA-2024-001263,2024-05-16,2024-05-21,CU-1580,Consumer,Central,Furniture,Bookcases,Bush Westfield Collection Bookcase,1,0.1,502.71,15.24
CA-2024-001264,2024-05-20,2024-05-23,CU-1613,Corporate,Central,Office Supplies,Paper,Hammermill Copy Plus Paper,2,0.15,64.48,-4.21
CA-2023-001265,2023-10-02,2023-10-08,CU-1241,Corporate,West,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,2,0.0,1240.52,220.19
CA-2024-001266,2024-12-26,2024-12-30,CU-1716,Consumer,West,Office Supplies,Art,Newell 312 Mechanical Pencil,3,0.3,18.66,-19.44
CA-2023-001267,2023-05-11,2023-05-18,CU-1116,Consumer,West,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1,0.0,1257.49,327.68
CA-2024-001268,2024-05-22,2024-05-24,CU-1009,Corporate,Central,Office Supplies,Fasteners,OIC Heavy-Duty Binder Clips,1,0.0,7.09,-20.4
CA-2024-001269,2024-03-21,2024-03-24,CU-1577,Home Office,East,Office Supplies,Supplies,Stanley Bostitch Heavy-Duty Stapler,3,0.0,163.04,30.1
CA-2023-001270,2023-05-25,2023-05-28,CU-1257,Corporate,West,Office Supplies,Art,Newell 312 Mechanical Pencil,1,0.1,8.96,-20.38
CA-2023-001271,2023-08-04,2023-08-07,CU-1849,Corporate,Central,Furniture,Bookcases,Sauder Camden County Barrister Bookcase,2,0.15,1126.81,-32.96
CA-2023-001272,2023-11-22,2023-11-26,CU-1204,Home Office,Central,Technology,Accessories,Logitech G910 Mechanical Keyboard,1,0.3,169.69,-4.18
CA-2024-001273,2024-07-04,2024-07-08,CU-1572,Consumer,South,Office Supplies,Storage,Fellowes Bankers Box Heavy-Duty Storage Boxes,1,0.0,83.19,1.73
CA-2024-001274,2024-10-05,2024-10-06,CU-1313,Corporate,West,Furniture,Bookcases,Sauder Camden County Barrister Bookcase,1,0.15,642.09,-25.97
CA-2023-001275,2023-09-18,2023-09-23,CU-1286,Consumer,South,Office Supplies,Art,Newell 312 Mechanical Pencil,2,0.0,18.01,-15.45
CA-2024-001276,2024-07-31,2024-08-01,CU-1873,Home Office,South,Technology,Accessories,Logitech MX Master Wireless Mouse,1,0.1,143.15,11.34
CA-2024-001277,2024-09-22,2024-09-28,CU-1951,Home Office,East,Furniture,Tables,Hon Every-Day Round Conference Table,1,0.0,1335.97,79.4
CA-2023-001278,2023-05-27,2023-05-29,CU-1826,Corporate,West,Office Supplies,Appliances,Hoover Commercial Lightweight Vacuum,1,0.0,512.17,63.67
CA-2024-001279,2024-11-11,2024-11-15,CU-1394,Home Office,West,Office Supplies,Storage,Fellowes Bankers Box Heavy-Duty Storage Boxes,1,0.0,89.56,3.89
CA-2023-001280,2023-12-30,2024-01-02,CU-1170,Home Office,South,Technology,Accessories,Belkin 8-Outlet Surge Protector,1,0.0,82.75,-2.61
CA-2024-001281,2024-12-29,2024-12-31,CU-1571,Corporate,South,Technology,Accessories,Belkin 8-Outlet Surge Protector,2,0.0,170.82,26.47
CA-2023-001282,2023-07-02,2023-07-03,CU-1631,Home Office,East,Furniture,Furnishings,DAX Two-Tone Rosewood/Black Document Frame,3,0.15,102.55,-2.98
CA-2024-001283,2024-01-27,2024-01-30,CU-1005,Home Office,South,Technology,Accessories,Logitech G910 Mechanical Keyboard,2,0.0,526.19,124.54
CA-2023-001284,2023-12-03,2023-12-04,CU-1662,Corporate,West,Furniture,Tables,Hon Every-Day Round Conference Table,3,0.0,3843.76,290.7
CA-2024-001285,2024-02-12,2024-02-13,CU-1031,Home Office,West,Technology,Machines,HP LaserJet Pro M404n Printer,2,0.0,761.79,163.34
CA-2024-001286,2024-09-14,2024-09-20,CU-1106,Consumer,South,Office Supplies,Paper,Hammermill Copy Plus Paper,1,0.1,38.19,-11.53
CA-2023-001287,2023-01-30,2023-02-04,CU-1429,Consumer,Central,Furniture,Furnishings,DAX Two-Tone Rosewood/Black Document Frame,1,0.1,39.67,-15.54
CA-2024-001288,2024-03-30,2024-04-05,CU-1670,Home Office,Central,Office Supplies,Labels,"Avery 5"" x 8"" Label",1,0.15,14.46,-18.42
CA-2023-001289,2023-12-07,2023-12-14,CU-1739,Corporate,Central,Office Supplies,Labels,"Avery 5"" x 8"" Label",3,0.2,40.02,-9.53
CA-2024-001290,2024-11-11,2024-11-15,CU-1151,Home Office,South,Office Supplies,Paper,Hammermill Copy Plus Paper,2,0.0,78.17,7.45
